state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
HI,119,408, no, yes,24,2172,94,3692,1387,52,1179,1393,85,627,113,4,305,0, False
AL,16,408, no, no,0,2095,89,3562,1728,85,1469,941,102,423,88,4,238,1, False
CT,99,408, no, no,0,954,105,1622,2072,101,1761,136,117,612,56,5,151,1, False
CO,76,408, no, yes,26,2146,110,3648,2052,87,1744,1346,140,606,81,2,219,1, False
KS,167,415, no, no,0,1316,120,2237,2113,96,1796,1683,97,757,111,4,3,4, True
NJ,129,415, no, no,0,1684,117,2863,2171,129,1845,816,100,367,118,7,319,1, False
FL,116,408, no, no,0,1464,123,2489,1766,113,1501,2126,102,957,78,5,211,1, False
CA,60,415, yes, no,0,183,110,3111,2067,93,1757,2038,119,917,111,6,3,1, False
KS,128,415, no, no,0,1033,122,1756,2459,123,209,1611,95,725,64,7,173,0, False
TX,47,408, no, yes,28,1122,70,1907,1548,106,1316,1667,105,75,106,2,286,0, False
MN,40,510, yes, no,0,1707,55,2902,1791,108,1522,2819,89,1269,82,9,221,3, False
AK,173,510, no, no,0,1725,78,2933,1426,91,1212,102,63,459,109,2,294,0, False
OR,157,510, no, yes,30,1943,107,3303,2432,108,2067,3222,114,145,71,5,192,1, False
MS,66,408, no, yes,32,1878,117,3193,1298,90,1103,1323,113,595,12,3,324,2, False
VT,50,415, yes, yes,26,3071,94,5221,2894,78,246,1749,109,787,8,3,216,0, False
UT,72,415, no, no,0,1182,106,2009,1672,136,1421,2142,106,964,122,3,329,3, False
KS,130,510, no, no,0,154,95,2618,2059,106,175,2337,75,1052,129,1,348,1, False
NV,143,408, no, no,0,1555,101,2644,2134,89,1814,2379,61,1071,76,11,205,1, False
DE,89,510, yes, no,0,1256,108,2135,213,90,1811,1817,108,818,54,5,146,1, False
IN,108,415, no, no,0,1993,104,3388,2242,92,1906,1401,57,63,152,2,41,0, False
TX,32,408, no, no,0,1579,88,2684,1808,132,1537,1325,102,596,128,3,346,1, False
MA,166,415, no, no,0,2034,81,3458,1677,110,1425,132,124,594,92,5,248,2, False
VT,109,408, no, no,0,2222,113,3777,2185,122,1857,266,88,1197,109,5,294,1, False
CA,72,408, no, yes,39,928,98,1578,2712,115,2305,1671,83,752,58,7,157,1, False
IA,134,415, no, yes,32,2168,78,3686,1022,111,869,174,83,783,86,2,232,0, False
NH,13,415, no, no,0,1932,89,3284,1944,90,1652,1865,104,839,97,2,262,4, False
GA,90,415, no, no,0,1132,108,1924,1893,63,1609,2718,124,1223,141,4,381,3, False
WI,111,415, no, yes,36,1662,54,2825,2388,109,203,1088,92,49,112,2,302,3, False
CO,101,408, no, yes,23,2622,101,4457,157,80,1335,1291,100,581,73,14,197,1, False
SC,72,415, no, no,0,2078,92,3533,1957,110,1663,1848,124,832,131,4,354,0, False
MI,67,510, no, yes,35,2454,89,4172,1482,102,126,274,136,1233,75,6,203,1, False
MD,172,408, no, no,0,2871,108,4881,1784,125,1516,1532,98,689,144,2,389,3, True
IN,154,510, no, yes,32,1923,82,3269,1653,134,1405,205,74,923,9,1,243,2, False
ME,69,510, no, no,0,1942,122,3301,2421,81,2058,2158,80,971,97,3,262,2, False
DC,123,415, no, no,0,211,92,3587,217,102,1845,2148,104,967,98,7,265,3, False
TN,130,415, no, yes,12,1419,92,2412,2289,102,1946,1951,101,878,87,5,235,0, False
FL,142,415, no, yes,26,2205,94,3749,2395,126,2036,2543,109,1144,59,9,159,2, False
WA,29,415, no, no,0,1574,122,2676,145,75,1233,2818,92,1268,93,2,251,1, False
HI,87,408, no, yes,28,1435,106,244,2235,147,19,1754,69,789,112,5,302,0, False
NE,149,415, no, no,0,156,56,2652,56,116,476,1633,104,735,89,8,24,0, False
TN,146,408, yes, no,0,1601,63,2722,2084,112,1771,1776,98,799,92,3,248,2, False
MD,88,415, yes, no,0,2351,98,3997,2518,79,214,2859,76,1287,72,2,194,4, True
NM,119,415, yes, yes,15,160,95,272,2095,110,1781,823,107,37,87,5,235,5, True
VT,48,510, no, no,0,1884,63,3203,1659,89,141,2057,71,926,132,2,356,1, False
OR,135,415, no, no,0,1948,97,3312,2353,118,20,1744,126,785,11,3,297,1, False
IN,100,510, no, no,0,2478,117,4213,130,95,1105,1343,125,604,69,2,186,1, False
MO,98,415, no, no,0,2212,80,376,2136,104,1816,2918,89,1313,119,3,321,4, False
FL,75,510, no, yes,26,1185,86,2015,2139,118,1818,1326,99,597,134,3,362,2, False
DC,180,415, no, yes,33,2318,78,3941,2329,79,198,2069,121,931,76,4,205,1, False
VT,100,415, no, yes,25,2159,90,367,2579,92,2192,1802,157,811,116,4,313,1, False
OH,119,415, no, yes,35,2171,92,3691,2208,134,1877,2495,93,1123,8,5,216,2, False
MO,86,415, no, no,0,835,96,142,2211,63,1879,3497,75,1574,126,3,34,0, False
LA,155,408, no, yes,39,1833,106,3116,2051,101,1743,2637,90,1187,51,7,138,1, False
IL,78,415, yes, no,0,2368,141,4026,2653,101,2255,1524,77,686,95,2,257,1, True
NJ,153,415, no, no,0,1938,90,3295,1953,121,166,1827,108,822,85,3,23,1, False
IA,92,510, no, yes,25,134,112,2278,206,111,1751,1806,118,813,97,4,262,0, False
WA,13,510, no, yes,25,1766,65,3002,1727,96,1468,1045,128,47,113,5,305,2, False
NE,154,415, no, no,0,1914,93,3254,2054,119,1746,2057,121,926,102,3,275,3, False
CT,144,510, yes, yes,35,1748,127,2972,2196,93,1867,2558,90,1151,128,3,346,0, False
WV,48,408, no, no,0,2752,67,4678,1802,108,1532,159,110,715,79,2,213,1, False
ND,94,408, no, no,0,174,85,2958,2411,114,2049,2078,94,935,79,1,213,1, False
UT,139,415, no, no,0,165,132,2805,2497,86,2122,1703,128,766,126,8,34,1, False
MS,126,415, no, no,0,2287,102,3888,1687,99,1434,2235,100,1006,118,4,319,1, False
MN,122,415, no, no,0,1079,88,1834,2358,109,2004,2286,119,1029,95,3,257,2, False
NH,139,510, no, no,0,2213,140,3762,1578,89,1341,1925,89,866,113,6,305,1, False
LA,95,415, no, no,0,1411,84,2399,2114,108,1797,1037,127,467,59,6,159,3, False
ME,80,408, no, yes,31,1664,92,2829,2383,74,2026,1507,84,678,107,4,289,4, False
KS,131,415, no, yes,28,2496,87,4243,2272,138,1931,2399,92,108,76,3,205,3, False
KS,36,510, no, no,0,1786,83,3036,2131,103,1811,198,119,891,109,5,294,1, False
NV,180,510, no, no,0,139,96,2363,2249,64,1912,1708,118,769,157,5,424,2, False
MT,25,415, no, no,0,1343,98,2283,2023,109,172,1959,100,882,126,5,34,2, False
MT,113,415, no, no,0,2159,93,367,2401,85,2041,1567,123,705,49,5,132,3, False
ID,88,415, no, yes,31,1816,91,3087,2132,120,1812,2078,104,935,114,4,308,1, False
AK,120,415, no, no,0,1784,97,3033,1683,113,1431,1205,93,542,93,9,251,1, False
UT,74,415, no, no,0,1064,84,1809,1402,104,1192,909,81,409,114,3,308,1, False
AR,109,510, no, no,0,1707,101,2902,2402,82,2042,119,112,536,114,4,308,2, False
LA,162,510, no, yes,33,1845,139,3137,1832,78,1557,1274,106,573,123,6,332,0, False
KS,124,510, no, yes,37,1612,109,274,2042,79,1736,2315,87,1042,89,4,24,1, False
OR,177,408, no, no,0,849,77,1443,2575,109,2189,2105,66,947,75,5,203,2, False
WI,91,510, no, no,0,2179,71,3704,2301,116,1956,2321,110,1044,106,2,286,1, False
CO,105,408, no, no,0,2709,98,4605,2262,110,1923,1788,60,805,88,5,238,0, True
KS,24,510, no, no,0,243,91,4131,1839,77,1563,1843,109,829,153,6,413,0, True
IL,48,510, no, no,0,1282,71,2179,481,78,409,1163,80,523,89,3,24,0, False
IA,86,408, no, no,0,1263,115,2147,1688,112,1435,1546,95,696,98,7,265,2, False
AZ,163,510, no, no,0,1787,56,3038,2157,79,1833,1527,84,687,106,2,286,4, False
NE,91,510, no, no,0,159,109,2703,2551,142,2168,824,73,371,101,4,273,0, False
ID,56,510, no, no,0,1509,79,2565,1618,87,1375,1677,115,755,117,5,316,3, False
OH,147,415, yes, yes,24,2199,118,3738,2085,116,1772,3525,111,1586,81,4,219,3, False
TX,64,415, no, no,0,168,116,2856,1924,94,1635,1665,98,749,101,3,273,2, False
TN,108,510, no, yes,34,1621,83,2756,1718,117,146,2598,76,1169,96,3,259,4, True
OK,159,510, no, no,0,1988,107,338,1955,91,1662,2133,120,96,165,7,446,5, False
ND,136,510, yes, no,0,2568,90,4366,2301,104,1956,1436,82,646,91,10,246,3, False
MT,116,415, no, yes,35,1828,122,3108,2127,119,1808,1938,103,872,11,2,297,1, False
NC,45,408, no, yes,38,1968,92,3346,2542,108,2161,2618,85,1178,77,2,208,1, False
MN,122,415, no, no,0,1401,120,2382,2314,128,1967,1881,127,846,112,5,302,2, False
MN,138,415, no, no,0,1943,83,3303,1899,97,1614,2322,102,1045,9,3,243,5, False
MA,132,415, no, no,0,1176,66,1999,214,108,1819,2395,94,1078,88,5,238,1, False
PA,101,415, yes, no,0,1937,108,3293,1866,98,1586,223,100,1004,116,8,313,0, False
GA,58,510, no, no,0,2431,105,4133,2314,108,1967,1809,120,814,78,4,211,2, False
NV,81,415, no, no,0,1454,132,2472,1293,91,1099,1864,109,839,52,4,14,1, False
TX,87,415, no, no,0,1691,105,2875,1699,102,1444,2449,106,1102,99,10,267,3, False
ME,116,510, no, no,0,2293,93,3898,1845,111,1568,1682,91,757,88,3,238,2, False
RI,85,415, yes, no,0,1972,97,3352,2117,115,1799,2101,133,945,83,4,224,4, False
MN,62,510, no, yes,33,1864,84,3169,201,136,1709,2867,103,129,111,3,3,2, True
NH,90,415, no, no,0,761,121,1294,2903,73,2468,2369,89,1066,108,3,292,0, False
TN,98,415, no, no,0,1628,65,2768,185,109,1573,2195,104,988,6,3,162,2, False
UT,73,415, no, no,0,1823,115,3099,1992,97,1693,1202,113,541,18,5,486,1, False
RI,107,510, yes, no,0,1944,83,3305,2478,84,2106,2454,93,1104,112,7,302,2, False
NH,55,408, no, yes,20,1893,95,3218,1186,113,1008,2502,102,1126,125,4,338,2, False
AK,76,415, no, yes,22,1601,107,2722,1687,136,1434,232,102,104,95,4,257,3, False
NC,30,510, no, no,0,145,76,2465,2407,112,2046,1971,134,887,71,4,192,3, False
AZ,157,415, no, no,0,2207,105,3752,1193,127,1014,1651,113,743,115,7,311,4, False
MA,40,408, no, yes,31,2247,69,382,1345,81,1143,1203,104,541,75,5,203,1, True
TN,72,408, no, no,0,147,79,2499,1623,103,138,1629,80,733,105,4,284,1, False
WY,95,415, no, yes,39,2608,130,4434,2134,111,1814,1956,97,88,101,5,273,1, False
IA,42,415, no, no,0,1554,127,2642,1641,45,1395,1577,128,71,9,3,243,0, False
IN,86,415, no, no,0,1662,112,2825,2553,81,217,2281,97,1026,54,7,146,1, False
NJ,131,415, no, no,0,2118,115,3601,2605,102,2214,1442,96,649,108,7,292,0, False
FL,55,510, no, yes,45,1305,114,2219,2084,94,1771,1416,114,637,11,5,297,4, True
MT,74,415, no, no,0,1627,102,2766,292,105,2482,1833,80,825,87,6,235,0, False
ND,81,408, yes, yes,37,2371,76,4031,2642,125,2246,2713,120,1221,79,3,213,1, False
MI,81,408, no, no,0,1662,102,2825,2176,112,185,2202,68,991,132,2,356,4, False
MT,28,415, no, no,0,1217,48,2069,1258,112,1069,2616,122,1177,83,2,224,6, True
AL,111,510, no, no,0,1764,62,2999,201,124,1709,1504,138,677,112,2,302,0, False
NV,3,510, no, yes,27,674,116,1146,244,78,2074,2811,93,1265,114,2,308,2, False
MI,51,415, no, no,0,2297,129,3905,336,104,2856,1928,128,868,96,1,259,1, True
FL,68,415, no, yes,24,176,118,2992,2779,116,2362,1747,71,786,147,7,397,1, False
NY,163,408, no, no,0,2477,77,4211,2695,108,2291,1673,82,753,96,7,259,0, True
KS,87,510, no, no,0,1154,90,1962,2626,68,2232,2457,69,1106,131,5,354,2, False
NC,58,510, no, no,0,1122,95,1907,2096,108,1782,2609,78,1174,139,1,375,0, True
MN,109,408, no, no,0,1626,138,2764,154,109,1309,2097,118,944,115,4,311,0, False
RI,111,415, no, no,0,2294,107,39,2141,99,182,2896,95,1303,104,6,281,4, False
UT,144,415, no, no,0,1396,96,2373,1242,93,1056,956,75,43,15,4,405,2, False
OR,135,415, no, no,0,2638,66,4485,2513,116,2136,2001,112,9,84,2,227,5, True
SC,109,415, no, yes,46,2175,123,3698,2337,84,1986,1639,99,738,9,3,243,4, False
IL,107,415, no, yes,14,1143,132,1943,1998,91,1698,1947,74,876,75,8,203,1, False
OH,149,408, no, no,0,1963,108,3337,1368,96,1163,1547,87,696,77,3,208,2, False
MA,56,510, no, no,0,2532,95,4304,188,116,1598,142,133,639,44,4,119,1, False
OR,129,408, no, no,0,98,99,1666,2407,62,2046,2548,123,1147,105,4,284,0, False
CA,92,408, no, no,0,2494,118,424,2115,95,1798,169,116,761,91,3,246,0, False
WV,67,415, no, yes,30,1296,107,2203,233,104,1981,297,93,1337,145,5,392,1, False
VT,120,415, no, no,0,2213,106,3762,2676,98,2275,1115,80,502,93,7,251,0, False
ID,166,415, no, no,0,2207,106,3752,1778,118,1511,2061,102,927,124,9,335,1, False
OR,66,408, no, no,0,876,76,1489,262,111,2227,1846,125,831,92,5,248,1, False
GA,76,408, no, no,0,2036,61,3461,1617,127,1374,1759,97,792,84,3,227,0, False
ME,79,415, no, no,0,2136,110,3631,2349,121,1997,2296,157,1033,88,3,238,2, False
HI,98,415, no, yes,31,1816,112,3087,2207,100,1876,2363,121,1063,129,4,348,2, False
AZ,141,510, no, yes,22,2154,123,3662,3287,98,2794,1605,89,722,78,6,211,1, False
UT,49,415, no, no,0,2663,90,4527,2078,117,1766,205,98,923,14,2,378,2, True
IA,46,510, no, no,0,1992,111,3386,1751,83,1488,2106,84,948,102,2,275,3, False
CT,137,415, no, no,0,115,130,1955,1378,83,1171,224,61,1008,73,4,197,3, False
WA,171,408, no, no,0,2705,69,4599,230,112,1955,136,111,612,96,5,259,1, True
VA,10,415, no, no,0,2222,127,3777,1531,125,1301,2274,80,1023,129,4,348,1, False
CO,88,510, no, no,0,619,78,1052,2626,114,2232,2125,110,956,88,2,238,3, False
LA,89,415, no, no,0,1411,92,2399,2491,126,2117,136,73,612,108,2,292,2, False
TX,82,415, no, no,0,1892,81,3216,1844,117,1567,2558,83,1151,106,5,286,3, True
SD,139,510, no, no,0,196,135,3332,186,146,1581,153,92,689,98,1,265,3, False
VA,87,415, no, no,0,1716,119,2917,205,107,1743,1706,114,768,138,4,373,0, False
NY,137,415, yes, no,0,174,123,2958,1613,115,1371,2607,98,1173,114,3,308,2, False
WA,45,510, no, no,0,786,106,1336,1873,110,1592,1842,111,829,74,5,2,1, True
WI,90,415, no, no,0,2009,92,3415,1643,91,1397,249,98,1121,89,7,24,1, False
TN,103,415, no, no,0,1413,123,2402,2536,87,2156,2158,96,971,64,2,173,1, False
CT,100,415, no, no,0,2358,130,4009,176,69,1496,636,122,286,73,1,197,2, False
WA,110,510, no, no,0,1851,100,3147,1651,88,1403,1116,104,502,63,4,17,3, False
NH,124,415, no, no,0,2543,113,4323,789,104,671,1532,69,689,118,2,319,2, False
MT,10,510, no, no,0,183,103,3111,2148,77,1826,2064,73,929,87,6,235,2, False
NE,89,415, no, yes,29,1635,80,278,2748,136,2336,3819,147,1719,75,5,203,2, False
WA,121,408, no, no,0,2079,98,3534,2105,96,1789,1096,114,493,77,2,208,2, False
WI,101,415, no, no,0,2486,102,4226,1749,93,1487,2072,86,932,61,3,165,3, False
AR,103,415, no, yes,31,1854,105,3152,1976,126,168,1471,110,662,145,4,392,2, False
WI,51,408, no, no,0,1978,60,3363,221,64,1879,1686,134,759,89,5,24,1, False
DE,2,415, yes, no,0,1321,42,2246,1389,88,1181,1926,119,867,91,1,246,2, True
NH,111,510, no, no,0,1971,117,3351,2278,128,1936,214,101,963,93,11,251,0, False
VA,118,415, no, no,0,1546,112,2628,1842,105,1566,2174,102,978,126,5,34,2, False
TN,17,510, no, yes,31,1531,115,2603,1859,59,158,2243,102,1009,10,1,27,6, True
VA,130,408, no, no,0,2112,119,359,2311,120,1964,2209,80,994,63,9,17,2, False
ID,193,415, no, no,0,968,92,1646,1426,103,1212,2101,115,945,109,5,294,2, True
TN,114,510, no, no,0,172,145,2924,2764,101,2349,1937,100,872,101,9,273,1, False
AZ,137,415, no, no,0,1411,91,2399,1472,100,1251,2547,75,1146,8,7,216,2, False
MT,185,408, no, yes,29,1511,121,2569,2447,88,208,1544,91,695,138,2,373,2, False
OK,101,408, no, no,0,2096,107,3563,2288,96,1945,1724,85,776,76,2,205,3, False
ID,95,415, no, yes,32,247,109,4199,1256,91,1068,2265,90,1019,105,4,284,3, False
NV,7,408, no, yes,30,2214,114,3764,1658,116,1409,247,105,1112,108,12,292,1, False
KS,126,408, no, no,0,3213,99,5462,1679,93,1427,1936,106,871,8,4,216,1, True
WY,71,415, no, no,0,2437,124,4143,60,90,51,189,129,85,113,2,305,0, False
MS,124,415, no, no,0,2515,85,4276,2142,98,1821,1861,71,837,111,6,3,3, False
WY,97,510, yes, no,0,2369,107,4027,1576,105,134,241,120,1085,73,2,197,0, True
TX,28,415, no, no,0,1597,79,2715,2167,131,1842,2067,116,93,93,3,251,2, False
WA,90,415, yes, no,0,1482,96,2519,2204,111,1873,1342,97,604,92,1,248,4, True
HI,190,408, no, no,0,1509,86,2565,2686,129,2283,1799,73,81,147,1,397,1, False
IL,31,415, no, yes,28,2105,101,3579,2505,86,2129,2416,125,1087,115,2,311,1, False
AK,52,415, no, yes,24,1709,71,2905,2014,80,1712,159,124,715,41,5,111,2, False
MD,73,510, no, no,0,2547,80,433,902,79,767,1534,60,69,106,8,286,0, False
MA,111,415, no, no,0,2844,89,4835,157,113,1335,2428,91,1093,84,8,227,0, True
SD,98,415, no, no,0,0,0,0,1596,130,1357,1671,88,752,68,1,184,4, True
PA,106,408, yes, no,0,1337,45,2273,1878,107,1596,1819,89,819,107,2,289,1, True
NC,111,408, no, no,0,2249,117,3823,1919,127,1631,2299,97,1035,103,3,278,0, False
VT,59,408, no, no,0,1518,98,2581,2099,92,1784,2669,86,1201,119,5,321,1, False
KY,71,510, no, yes,22,1414,107,2404,163,105,1386,220,99,99,56,3,151,2, False
WA,55,408, no, no,0,2857,124,4857,2309,106,1963,2307,140,1038,148,7,4,0, True
LA,13,415, no, no,0,584,121,993,2622,64,2229,159,115,715,119,5,321,1, False
WA,136,415, no, yes,16,904,105,1537,2013,109,1711,2271,115,1022,131,4,354,0, False
ME,123,408, no, no,0,1144,91,1945,2166,123,1841,2506,102,1128,11,3,297,0, False
WI,105,408, no, no,0,1477,103,2511,2227,78,1893,1635,102,736,128,3,346,2, False
TX,50,408, no, yes,31,3027,93,5146,2405,119,2044,1939,103,873,136,14,367,3, False
IA,118,415, no, no,0,1361,120,2314,2042,103,1736,2282,90,1027,113,4,305,1, False
AZ,97,408, no, no,0,1697,84,2885,1659,86,141,1919,83,864,128,6,346,3, False
ND,51,510, no, no,0,2272,89,3862,1944,106,1652,2434,126,1095,149,2,402,0, False
VT,73,415, no, no,0,2178,91,3703,2206,97,1875,2773,89,1248,103,6,278,1, True
HI,35,415, no, no,0,1242,102,2111,1239,115,1053,1357,100,611,131,8,354,2, False
WY,64,415, no, no,0,2062,76,3505,2324,76,1975,2516,96,1132,136,2,367,1, False
WV,63,510, no, no,0,1329,122,2259,67,62,57,1604,121,722,99,2,267,3, False
OK,117,415, no, yes,31,1049,115,1783,2376,125,202,2634,104,1185,77,6,208,3, False
CT,115,415, no, no,0,245,97,4165,2507,75,2131,2702,124,1216,137,8,37,1, True
UT,162,408, no, no,0,1845,118,3137,224,95,1904,1805,82,812,116,3,313,1, False
NY,89,415, no, no,0,895,66,1522,1793,104,1524,2251,116,1013,123,1,332,3, False
VA,94,415, yes, no,0,2356,131,4005,1948,107,1656,1706,93,768,86,4,232,1, False
VT,129,408, no, no,0,186,127,3162,2623,96,223,989,63,445,115,6,311,4, False
SD,86,415, no, no,0,2239,75,3806,1557,109,1323,1502,143,676,73,9,197,1, False
PA,96,510, no, no,0,1795,125,3052,1623,139,138,2645,133,119,66,2,178,1, False
ND,190,415, no, no,0,1694,102,288,2535,113,2155,1971,93,887,89,5,24,1, False
CT,80,408, no, no,0,1181,90,2008,1443,77,1227,2251,86,1013,82,6,221,1, False
SC,108,415, no, no,0,112,105,1904,1937,110,1646,2089,93,94,41,4,111,4, True
MI,97,408, no, yes,32,1684,129,2863,2259,97,192,1918,95,863,85,7,23,0, False
VT,84,415, no, yes,42,2143,112,3643,1882,107,16,3335,117,1501,113,10,305,0, False
OH,65,415, no, no,0,2457,139,4177,2419,113,2056,2853,117,1284,42,5,113,4, True
VT,131,415, no, yes,34,1566,134,2662,71,95,604,2617,120,1178,134,10,362,1, False
IL,58,415, yes, yes,43,1428,96,2428,2723,100,2315,1934,105,87,89,4,24,1, False
MO,36,415, no, no,0,2024,115,3441,2307,115,1961,202,127,909,102,2,275,3, False
WI,54,415, no, no,0,1168,119,1986,1231,123,1046,2175,101,979,12,2,324,1, False
NJ,45,510, no, no,0,1557,110,2647,2603,103,2213,1922,98,865,11,1,297,1, False
GA,125,415, no, yes,39,2361,107,4014,2892,110,2458,1754,107,789,91,4,246,2, False
VT,72,415, no, yes,21,1381,113,2348,2601,83,2211,1354,118,609,82,2,221,2, False
CT,141,408, no, no,0,519,108,882,162,83,1377,2235,115,1006,101,3,273,3, False
AZ,113,510, no, no,0,813,116,1382,2206,124,1875,2357,113,1061,89,3,24,0, False
SD,20,415, no, yes,35,1715,98,2916,1531,127,1301,1656,125,745,71,3,192,0, False
CT,212,415, no, no,0,126,96,2142,1443,80,1227,3028,102,1363,76,3,205,1, False
IN,99,415, yes, no,0,1972,127,3352,156,92,1326,2041,99,918,99,6,267,4, False
OH,94,510, no, no,0,1941,62,33,2272,54,1931,1904,115,857,153,4,413,1, False
NY,40,510, no, no,0,1157,105,1967,1278,113,1086,1075,91,484,93,6,251,1, False
NE,86,510, no, yes,29,1572,118,2672,1963,136,1669,2267,109,102,84,5,227,3, False
OK,101,415, no, no,0,2697,85,4585,2076,86,1765,2142,107,964,45,15,122,3, True
NC,170,415, no, no,0,2464,107,4189,2281,124,1939,1664,95,749,91,8,246,0, False
HI,105,510, no, no,0,2274,121,3866,2685,89,2282,1433,82,645,13,4,351,1, False
UT,103,415, no, no,0,1898,110,3227,1155,83,982,1913,103,861,122,4,329,0, False
MD,140,415, yes, yes,27,1889,124,3211,1609,102,1368,1977,100,89,115,5,311,4, False
VT,101,510, no, no,0,0,0,0,1921,119,1633,1688,95,76,72,4,194,1, False
TX,98,408, no, yes,19,1105,87,1879,2278,97,1936,2436,84,1096,11,4,297,1, False
AZ,104,408, no, no,0,1676,116,2849,2192,112,1863,2159,94,972,117,2,316,4, False
VA,115,415, no, no,0,132,90,2244,1975,75,1679,1758,114,791,0,0,0,3, False
WI,112,408, no, no,0,1678,88,2853,2479,81,2107,1551,108,698,119,4,321,0, False
NE,70,415, no, no,0,2134,86,3628,2047,77,174,2566,101,1155,57,4,154,1, False
KY,126,510, no, no,0,1754,120,2982,983,71,836,2019,93,909,106,1,286,0, False
NV,87,510, no, yes,39,826,113,1404,2244,63,1907,1636,88,736,95,1,257,3, False
MT,125,510, no, no,0,1432,80,2434,881,94,749,2332,135,1049,88,7,238,4, True
MO,86,415, no, no,0,1255,139,2134,2698,93,2293,2358,110,1061,89,8,24,1, False
MS,73,415, no, yes,31,823,105,1399,2561,91,2177,2296,98,1033,118,2,319,6, True
NM,232,408, no, no,0,1656,104,2815,1959,115,1665,1183,77,532,118,3,319,1, False
NJ,1,415, no, yes,30,1831,95,3113,2326,110,1977,2483,110,1117,84,2,227,0, False
NH,133,408, no, no,0,1621,91,2756,2121,94,1803,2604,78,1172,122,5,329,1, False
NC,103,510, no, no,0,1666,84,2832,1924,91,1635,1679,115,756,77,6,208,1, False
MT,131,415, no, yes,24,1359,60,231,2332,78,1982,2106,121,948,94,4,254,1, False
SD,95,408, no, yes,20,1657,78,2817,2156,94,1833,2433,91,1095,98,6,265,0, False
VA,182,415, no, no,0,1761,90,2994,1749,106,1487,2347,134,1056,97,4,262,1, False
LA,99,510, no, no,0,1423,89,2419,2045,95,1738,2031,114,914,91,1,246,0, False
NV,27,510, no, no,0,1776,121,3019,2968,92,2523,1929,106,868,76,3,205,3, False
